Turbine_ID,rotor_speed,generator_speed,power_output,blade_pitch_angle,gearbox_temp,generator_temp,vibration,oil_pressure,wind_speed,ambient_temp,humidity,time_since_maintenance,failure
WTG4,16.71395107396557,1346.5819039312778,2276.904445769905,6.413788520778428,53.4590163274366,89.92603153488353,2.7881262371506303,94.8012872190913,12.994054758503442,19.23225253207032,60.10235110496956,175,0
WTG9,14.863107014667168,1772.8499745296608,2268.5705649990596,4.0469356707910045,69.20683358245118,87.93171133506385,1.9919947203107804,79.8783187609962,9.867717774198482,19.567858918207953,52.81620380392067,187,0
WTG3,15.057551128161997,1363.6595752662486,2376.060217333865,3.871135564994302,75.74702330820446,79.63932247113077,2.348910410058002,97.56233257407136,13.787261759835443,18.492967209924075,58.93366173988016,107,0
WTG5,14.629804701157562,1518.145900694254,1867.7571405954268,4.400527556355446,70.38651284869428,56.180894010289435,1.7355474405486784,112.53528408454753,10.780880805731535,26.797329369297394,56.85042994298783,236,0
WTG3,17.424258408466972,1322.7972171575957,1633.1800237586765,5.337466387086111,76.06387030282596,74.42070011467843,2.1461855429730496,124.55899032158179,12.913203898767188,17.42151614620846,66.92201515513753,312,0
WTG7,12.520823974949943,1300.2952563382025,1816.9536082392356,6.223707890358543,81.55013377560438,83.53614655621551,1.8085964948507225,113.15704169109173,9.685661932637599,25.74362888948501,59.703584565437296,1,0
WTG5,16.21568067747002,1509.7826491852268,1915.5108452081759,4.91349109231003,75.71278582472105,80.6050925968767,1.2900408565950112,110.66870566307561,10.143664845272607,19.56544306017918,62.433116038178134,291,0
WTG9,17.2026603297791,1517.4367587768304,2500.1634802555263,3.5541212540479887,68.45947192232285,90.40374711797038,2.6542039331212837,96.21339000345307,12.889458767640733,15.815631752171726,60.61188336159323,336,0
WTG7,16.43268016108082,1626.1498990802384,2658.5036087383246,3.7669171717199497,64.5568232835345,79.98038660774688,2.1740620430971656,123.03449511862046,17.3590773204368,17.199818942010037,37.81634522736283,303,0
WTG2,19.649397828646833,1539.9546841015706,2103.398691393195,5.188281388659944,77.70804615264781,98.42065333849014,2.385612422458383,106.84302472907225,8.41768570490062,16.545777088189496,60.37656949016764,312,0
WTG4,13.942106474550602,1485.0189281254209,2002.8171824055798,5.995254394676056,72.75314333005066,69.40355398150126,1.6357903749173885,107.23321160969368,10.34661202329582,17.327845044971873,59.60846625056152,328,0
WTG9,16.914609645187063,1405.0399755934995,1895.0276508577367,6.815741924841283,61.39233483005212,85.1768003589939,2.592356749724774,106.28219205809238,7.826421130484629,13.962260101052385,64.87186639481779,48,0
WTG2,14.78781872931716,1649.9012068233549,2247.40710506326,3.8175991650972643,83.02182206487643,69.71066126719555,2.2339164847034048,88.41742494860732,9.283218768024035,16.26574315322714,64.63963088476127,105,0
WTG10,17.466812152705337,1592.8851246050224,2656.574417597455,5.139774381284319,72.62163150483656,89.14082655852012,2.0751160375241424,103.83888288289631,8.46028981714587,7.603607679282378,41.96480730116338,164,0
WTG9,14.984622008557261,1375.3670522251575,2535.7552673564815,3.9701549627548007,76.52913476340109,72.46898055505945,2.514635240375968,85.45327594474456,7.00724784694376,20.529120809524468,49.12386383264654,72,0
WTG10,14.224248436275062,1503.7963728210636,2341.39298378175,4.101373324415373,66.07981465334811,62.43422134012564,1.8353756636974121,108.26980241301001,11.523334202470288,17.200039589596887,60.80155074983378,180,0
WTG5,17.61214440774326,1514.4052231526496,2336.990759334157,4.016688267725159,81.30715114553028,65.13684124735376,2.6473659738541038,103.36199642892751,10.61074633815752,18.893600375993184,65.4241199357522,132,0
WTG2,14.01687612196214,1465.4346343394332,2249.692965876234,4.665738835225466,54.14641731328395,75.27933257461396,1.6688739469805438,93.67997501006732,7.315643082767698,15.882076797871566,56.85228545745427,19,0
WTG4,12.174548482198887,1577.1850485806794,1985.8128062874396,4.1177209140275295,86.75497496010796,95.58636660065596,2.0166370389041433,111.2622420528493,6.505915514842566,26.79402649604366,65.09171507030882,35,0
WTG7,13.966306233652343,1583.1733138348177,1779.0355332377612,7.478846056933467,50.61160539811543,87.41391140874345,1.5317499371027832,96.41601560983237,12.603030185510914,10.585829980384384,79.58409825308485,214,0
WTG8,16.238065893177065,1480.9514302194893,1993.7557732016176,4.540324216714328,56.23378134437448,84.46885183622236,1.4258911776642385,96.6573987060802,8.51657518458962,24.67550477903155,65.00842065468215,136,0
WTG3,17.78407750317418,1471.9130754202342,2126.7018806394058,5.987778110859493,72.51830237846356,79.34934345914878,1.7671196208685145,105.33970509695509,16.729341050254654,12.142965882665987,73.91430604447046,198,0
WTG1,15.222258750593024,1649.895846266753,1563.9098303845115,4.3404723253652016,73.19689132602055,78.28157306153652,2.77420434028681,99.84162229144158,9.74671555474805,16.28473233800797,57.265193324160286,74,1
WTG4,17.636394134468052,1593.2838892362238,1954.1147811901374,7.233240529868228,66.71668102731307,70.67194444898324,2.2758889249991743,102.33403624341403,10.13144478088526,21.826136844952405,66.20634623774035,332,0
WTG2,12.283650157044812,1507.2360389908386,1752.2202936226179,5.339064981418829,64.68909619164029,74.48248564136426,1.6784757111396629,110.32337224391544,9.319723764161147,29.749688673799135,70.22698048829295,112,0
WTG8,14.113473070364194,1337.0790960919946,2304.1523483204423,5.836931729528022,69.97890982224168,86.6872434220633,3.2168063205541833,92.6163648071552,5.769237367174339,23.894739343596935,70.43162433113412,89,1
WTG4,14.422849765691797,1534.4000106305036,1835.0874793529867,4.408922490394062,73.16977454382877,73.43230277665343,1.840025803519804,91.76934006118519,5.761523275601146,7.090849366976089,39.6257541285095,329,0
WTG2,14.770881145054961,1569.8083464917668,2098.4660995942963,5.9764406051023755,69.51438241234607,70.48586454003372,1.7529648772569753,97.67224241275176,14.161777511507207,21.738585077857767,54.230004729901424,212,0
WTG6,15.168188776500394,1224.5478371601628,1789.993912119327,5.334889025817918,78.84834005858588,80.06081232051297,2.314720970935207,99.37061321198262,14.013247305767653,15.958928982789107,68.59778311635752,208,0
WTG6,16.381821914784386,1525.1869448318025,2479.309797788275,4.6210224541247955,70.80171832290047,72.48743855929693,1.727780951222445,106.42107861509875,7.047304752623091,31.989534946242948,45.43135855088173,316,0
WTG10,14.11038632365902,1458.3308013204264,1489.7729190396244,3.920108563570369,65.83184359688532,91.31635405318394,2.9126024645296167,119.41768645384053,11.494065162756971,21.552723966678506,51.79548397422934,316,0
WTG4,15.27805737390625,1477.9145719870448,2142.75211305319,4.762456489030425,77.74468188796533,91.21573582843824,2.216165958675598,99.57200253222797,13.997679066978648,24.764924150192243,65.78320435178168,197,0
WTG6,14.909754219351896,1409.2619047236678,1616.8226994680203,4.676856521377532,51.677624293942785,86.01020197631439,1.3162017058653008,100.36206918086927,6.023354738252413,15.639439234129883,52.613467597225814,17,0
WTG2,13.1482201922177,1485.1810709596357,1847.2002048545446,5.869028276586426,44.182608223656416,84.8558117525085,1.94040427250228,93.48484986930123,9.965903964331687,15.332361647998276,48.48027120254407,327,0
WTG10,14.772666621837129,1639.199157618133,2061.8560111053516,4.767751134402338,54.12177858346953,64.4779864505121,1.676394072964245,92.2712004124822,8.424710725793597,19.751866304324455,73.71114693736814,218,0
WTG2,14.712680940205765,1455.3601501184485,2076.6071093950513,3.0784562967155145,66.5647822989494,102.90825417267817,1.1793531771918109,106.77292151740944,10.495248075892464,16.242556801447297,55.0284452121675,291,0
WTG10,14.669838869993908,1596.5573558793185,2068.7800523286237,5.646180048503181,73.91468118180545,77.1840693992419,2.528940093366953,100.3903896792216,13.697943499953578,21.644505505977733,48.8626410082186,32,0
WTG4,15.063518913162902,1419.3668781120389,2045.5247422926502,6.293166581938292,43.288213170589465,87.93713604232047,2.540450765596523,112.47038355468084,11.194125757760577,17.762566941940328,48.99002696334433,237,0
WTG8,15.151347081226772,1575.875619265604,1807.4467214379672,3.3339325149715595,69.88389788158787,88.32969970107949,1.637617754280618,111.38174663210131,11.769258604920656,19.86446578414875,72.52872834019972,48,0
WTG7,14.135409641785339,1500.165585562195,1950.7840030733566,6.804730613396054,66.45422197924637,69.58792961956951,2.3553112466149217,108.69447727841933,3.3434512658468494,24.841253770439163,63.273575848855685,364,0
WTG9,17.54542946794253,1535.202482878928,2009.4902048536744,6.396651803153351,71.36962110539343,73.72152198746797,2.4384833615448,85.39037494733824,12.099906170901438,20.157098099272,73.18989712198675,240,0
WTG8,12.661038741593966,1500.7153256097488,2058.608119027665,4.369119334867029,50.92418002246027,83.97910093028482,1.993677364423122,106.83305228057523,9.892319746404668,18.660508811874134,57.46661111741091,45,0
WTG5,13.558059783060207,1564.1625232441208,1980.2958581579035,3.882840393182354,96.15266657292113,64.53926310315909,2.476140128891495,90.6524411787981,16.477546425267146,16.45476554317861,60.91035477745332,114,0
WTG2,20.55992724844711,1243.2414882066241,2218.8771262953364,6.052977456925217,70.32507026776317,79.106249214325,2.147256633615804,81.16083203391759,11.798060308772557,17.36869703703394,50.97862046357746,122,0
WTG5,12.92401729002154,1358.017468654243,2028.0160910452828,3.630350820461932,57.828212445024306,56.048974301099264,2.572721961148841,102.20949529667051,9.020114349654126,23.535460003433183,69.20463153612873,350,0
WTG8,12.292490650580483,1541.7080498008645,2060.397790286484,4.331659421782594,71.29441290763329,80.1013435703383,1.4137641038514244,113.57964483676513,15.66022571855271,19.30843524343275,49.67746675269426,118,0
WTG10,16.468953490002434,1295.6461646103764,1885.204295506545,3.684870258493714,84.9484012639411,93.75201649835395,2.0739842408523415,107.11730562708078,9.784504741440108,15.207904505841457,78.35628203260995,101,0
WTG9,10.845760292452251,1446.941964435279,1684.2674220156732,5.005907809480906,57.13350606178062,79.97594744653222,2.1007659705505963,91.18251313267042,10.826220260346092,18.007158345227285,48.83433367430764,329,0
WTG9,14.529452180055122,1494.5659158963351,2046.208679219741,6.465185143372128,63.25343586514437,77.37190136050499,2.3429705536579264,127.96475068698038,5.85103311450361,24.150132716212546,46.58502851475136,74,1
WTG1,19.29164985015298,1417.1859862387103,2362.2338131888814,5.374916834351327,68.81960126972402,74.47136148427472,1.4695753371027815,108.1667462506095,8.106757642323913,18.40108343099746,63.462006220162884,80,0
WTG9,11.910128155693199,1430.8438597306226,2133.158369219124,6.018074498722824,69.67297190473187,86.15116340261032,1.2079748872006306,91.58253583717412,7.843783123553809,7.151364069461737,52.40035900105677,331,0
WTG7,11.036071028522574,1527.1582200153593,1754.7518176355625,4.648197524465316,77.09404817141608,81.66793631185546,2.022601460349123,79.54352828503411,9.452429708478542,24.52503007669906,54.930857933145134,257,0
WTG9,12.001637596084603,1600.929495577981,2244.422007745581,5.097302829361846,84.75292849318348,84.51932623698023,1.7798282619815429,97.95433325627346,6.342747516119923,18.773648144916162,70.49855917319461,138,0
WTG8,16.796719136693973,1404.1550618745193,1899.464879661813,3.77356223535047,77.80000832064023,78.27739632493527,1.3546176909896772,80.36023664329393,4.8380510888167265,23.97146193619408,74.95317017224933,33,0
WTG1,17.249553439971624,1442.494180381263,2214.396194144086,4.903114071461685,56.12313150421762,72.34241207646991,2.608629366507593,89.70226119949561,10.319678908793383,17.95628145006072,60.83227285337506,90,0
WTG8,13.974822406042982,1426.8739026672956,1889.3612405311517,4.254029890343458,59.28958164614458,81.25421565147238,2.200151607835274,83.00996653913123,5.596002936636518,22.396385865470105,56.99324934027159,325,0
WTG8,16.366424808002137,1257.862024812272,2105.991931948211,4.839729701623728,62.016993503692746,80.67942630893162,1.6377253377329983,92.46364559481042,12.183537063545423,22.8613438384076,56.64859534665404,22,0
WTG3,17.780510655023978,1514.1711790317509,1844.450799012696,4.770987927382031,77.77675471457297,90.27172861579302,2.1016209798851806,94.66448376977229,15.911395806170667,16.312142800497273,64.29717570282702,206,0
WTG1,18.57469282885965,1593.4717745828493,1852.0842510588998,4.685560121985985,76.0670610005535,75.30127946334872,1.8810086284766827,91.2628227107479,10.681696845902245,13.338971624989453,36.73336090613056,60,0
WTG8,14.507329437640303,1601.6643207315883,1530.1203898712781,7.107556999930173,82.61536984217209,80.48742273066705,1.2188070691445203,123.00208385063951,10.78918870904832,14.275049362102251,59.040576294526,346,0
WTG3,10.397056564660026,1412.9233623559262,2153.622445748348,6.767544652711926,75.58113540119047,78.54781630532426,2.1369323809411678,98.13293342942107,3.337412626160069,21.016653538863398,49.287983632542534,218,0
WTG3,13.358242155180626,1374.8301951479857,2111.050890446101,6.416142381541743,63.72528849551243,102.73963814689651,2.8199288977292607,113.28128284644164,11.873189666727212,19.239557017975752,62.64901811797559,16,0
WTG1,14.146391610129484,1502.1605547591685,2127.932814878283,6.7950589674972575,68.0319932266471,72.4700306886236,2.70600367512644,105.69256461647271,9.77422833919449,19.90102976385991,57.87674430376427,326,0
WTG5,14.482122406843219,1582.9273686566466,2082.599168339543,6.419302649277867,63.641870610565626,86.06042517809018,3.1725968291269355,97.92966052317922,11.436688613848583,22.134892234616082,60.96624850031613,325,1
WTG10,14.624281197982562,1515.4850448310383,1771.3249900030091,4.977622665889827,76.28144220382255,70.4256784005452,1.7820046874308697,95.21869522208951,6.487393298361559,18.379781915794986,61.78478467299826,98,0
WTG7,17.23778919586134,1528.9304635873762,2289.769779348074,4.875090394960812,63.739401540794866,93.03834990808235,2.2814327673215207,113.51006045681456,9.196908643067129,17.73328420564692,64.12636013144203,35,0
WTG10,17.548856853375163,1614.1830927736235,2297.833790027681,5.23540025052058,82.24298284856246,93.77954965571854,2.133271400401265,89.63845227143955,13.693078886053005,15.877210591696807,52.017889269618344,37,0
WTG9,14.656652692150434,1426.0863440769297,1763.528760448825,4.789315081284586,76.00296980154036,77.83101910209594,1.9306939485612253,93.73148390559015,7.713581368828164,21.870314431161813,71.78821271075864,336,0
WTG7,17.196969752103637,1478.002991332697,2159.6371974049875,3.959954618567548,89.37999526249114,91.85593817878473,2.9300622251332977,93.5822854212321,9.027879282881736,28.498113716466182,61.3300572403356,126,0
WTG9,15.715322733262179,1663.4605511761201,2262.4973556103932,5.296605255547014,74.19795910081717,83.28101597331734,1.8019466136773246,100.74745142659928,12.706684354023004,17.487031822086966,61.945343897633165,320,0
WTG8,15.129011945725143,1480.3188876902373,1858.9705179968835,3.433878916446669,74.01073250253323,87.0202067200559,2.478559385313115,90.91254053685336,12.088773857484469,22.234388316847635,59.52016541589461,212,0
WTG2,16.81308831421993,1373.2663034033428,1911.1892932266944,5.137641640456359,68.17481706545087,70.05146447680647,2.0719292623546117,109.36734323367372,13.170373212943694,26.600760442592843,54.26763034692821,30,0
WTG1,15.144504096475831,1433.0643903749706,2160.234022463536,4.005227114923855,66.15424197578214,81.61377687828892,2.074343403095856,110.74716862259258,7.857584636873237,16.619294190357174,65.79704320059773,277,0
WTG7,19.115622354195523,1406.1820148778759,1546.9010691757096,4.9189611296293,67.41348158813734,98.72370721071395,1.1745365583279026,92.82208436197006,9.532044509588658,28.775055098345845,62.275830865475015,39,0
WTG7,12.123177666410882,1535.7162585701271,1673.4448335398001,5.191203442539135,79.99148024742264,94.77452589339863,2.550708624978669,105.27430006599769,7.305854512720121,15.34345370896283,80.61191956921249,40,0
WTG8,13.969658201815964,1410.4052996411222,1703.0674976391315,4.647146528597181,56.51389533817838,88.05299789114926,2.4183775554217384,91.59900968147697,7.12350481955211,22.772561357967852,52.58217862318209,126,0
WTG5,14.7469622060921,1527.1034252861245,1461.1050905523514,3.359489137129345,70.63327202669896,89.51063255552825,2.0940095384033084,101.78802419885318,7.14026284676298,14.446040619765391,74.03517990821675,329,0
WTG3,15.878905380915981,1426.393478145935,2325.4819322562444,3.811981166550483,53.33668627088633,104.33008453836567,2.5173995783176704,111.70090488307069,9.878157085152315,22.628066283499834,59.83213201196271,347,0
WTG8,17.535920974206178,1287.6621461601771,1403.5604557425,5.45824362168005,73.72975148894301,87.85766248952692,2.2077730413282595,101.03275074417614,14.76118113281445,16.718875773527007,59.27368507320503,251,0
WTG6,14.951202865527687,1530.6619786981921,2102.93319902941,4.442557806153113,65.41470384277466,73.38316811472892,1.3512980997670387,98.94938455564258,13.807504971127953,8.472479978384278,51.25810356346075,76,0
WTG3,12.155540700987586,1514.846368154689,2243.505018426566,5.560849752784397,75.03621965501036,92.13010985770539,1.5147028871475374,122.8766385082488,11.61936332745479,26.974322181859694,63.781179080927004,320,0
WTG1,16.68502779291001,1551.775781570884,1911.9212136760198,5.009701291631568,62.57501850335162,79.25693148463014,1.9696923976727487,103.60288715722412,7.263777562673283,21.034456293888578,58.20465463782267,179,0
WTG3,16.50991753228393,1432.7012780834743,1799.4897125806265,4.802168108889522,67.43021576665927,84.88775758814415,1.1542739815219794,91.56887680621378,6.939635792693968,17.308389551208776,64.82202938236227,213,0
WTG5,11.116282681241188,1422.0455524640624,2069.8527352209917,5.347643588121528,89.49097505844537,90.58306876057398,3.301931763701018,90.79129069951072,9.132928556554113,18.83049972097346,50.772163113993514,308,1
WTG3,14.992391732658401,1540.1466858481544,2000.5499001783444,4.32510292810519,71.25881278055721,72.9121401197462,1.8922249281699364,122.79312945231136,11.227033370957237,19.041674273603444,62.13357142311563,114,0
WTG1,11.819716338639404,1651.901957253098,2301.0514587249245,5.400394918073085,85.4279333595122,83.08500731869465,2.0684650852595907,92.59383006426445,11.674073772285931,18.214729275193672,60.220445388548676,161,0
WTG5,13.670697804995875,1501.1168009506328,1211.4436578806128,4.580492917519641,65.18453868949364,89.66874554401332,1.509255467249447,92.98610448053988,10.719206902149523,18.052572969480956,55.53962403628817,74,0
WTG10,13.1943821460744,1542.4585096047144,1724.3877571555618,7.5362855590394355,64.32012310929794,87.38755636541353,2.3232486931537117,100.26787577927429,9.720733267719982,19.303822888848543,61.082939104773224,277,0
WTG7,16.61852939648397,1467.8412315574292,2168.473065174817,3.866064382863916,82.36791810103628,84.79930450883928,1.9286429047609244,107.31860278227755,10.64175835065007,29.943486441647167,59.94030328933751,176,0
WTG7,15.233660348344367,1345.6369478126314,2015.134232832338,4.642751369935957,66.32813467042826,77.99356421844847,1.8369590488559262,87.59439724796084,8.34795527150044,8.60263696153103,65.48264351909016,132,0
WTG9,12.428817998487945,1596.7429419154057,2225.6102477590603,4.683093003047445,65.86781729715292,63.410327589862774,2.705476627455177,97.21487807298627,5.673243490516672,9.933405422859703,68.76715535037468,137,0
WTG10,16.760131925914685,1590.8414239086162,2078.6059928718987,3.64813443893913,73.83101506339497,79.52605131695245,2.654716430676653,86.58615678297555,9.13184458134525,22.244499651390868,65.01139979841635,72,0
WTG10,12.13238835214317,1571.0774025175194,1959.5788810276063,5.725812589098526,68.36146139836757,85.54288765006625,2.3748584923026055,98.47144348229622,10.549221858671965,7.08109320984644,61.582312821367545,336,0
WTG3,15.660227580941887,1481.8054561657582,1909.3134670719487,4.571275918919417,66.88454673880888,58.41187565754331,2.1045274816650563,108.21531910765263,9.616474663698979,17.498283731460187,49.60096272470867,254,0
WTG7,13.371978661416888,1559.705609973854,2697.516504762676,2.620221778324866,63.070042673023316,79.32995754809289,1.74195507605724,97.48880316263512,5.426254266742067,16.076830069660648,53.25114718577278,255,0
WTG1,14.26864583493896,1589.376179738783,2460.4838822094534,5.695128571545333,83.62324949014686,79.05182057130709,1.855585852373839,119.69356925613475,9.362719486089455,19.805805871340162,68.86708593624238,79,0
WTG4,16.008541496076766,1662.0158684956707,2148.6515294285664,4.363831218647144,68.49356603891542,70.85333248986402,1.8326236144363568,91.53266255740394,8.160601753948068,16.867932369593618,64.25383761670068,329,0
WTG4,16.042898798119058,1598.8526104647442,2023.5391680345244,4.895098577080233,64.37851610618827,87.604167196643,2.1960852931696597,102.17776865973592,14.00872662324823,19.259125235409222,56.11584077211796,54,0
WTG5,17.67393814711192,1506.382122503364,2161.4397648060303,5.676822579855859,77.46559672045105,101.72409043612765,2.8547244464483086,113.07431612616934,11.684994568571,16.101594423664242,68.8295679598462,148,1
WTG7,14.835492600657094,1369.1746744575628,2248.050415361872,4.635293414977886,73.54921498753137,98.14139223235878,1.9965993772039827,110.08902523498465,0.9635647812479462,13.712129600601905,53.50445206011001,193,0
WTG7,15.612901725926681,1515.5658297671741,2125.6480057113527,4.627103360593413,84.6128401973745,79.71801910130627,2.7704445705172764,126.42616197859857,10.151848243365919,18.66961388060823,51.46498873158709,302,0
WTG4,14.12452535519135,1525.6577395849308,1774.5859629840324,7.464701984322165,68.3088085441365,92.91511843896288,2.571861182682498,103.23778515956727,6.589826803563113,22.554522865518447,70.02554157346948,291,0
WTG7,15.363979765245595,1570.9029775318304,2535.3532303173533,2.846254251865077,61.37205706633919,71.80745670519043,1.609403041954962,91.05147506723817,5.641758438677038,23.15022955935512,73.4657844511438,72,0
WTG3,15.878972096017023,1635.3891859323426,2073.8624683262055,3.714034513370555,89.18869254267176,76.28809625330038,2.1484885014407604,100.83849351994958,3.130900378842438,20.901636007137274,55.02438858974812,144,0
WTG6,14.803380305091247,1490.484948794322,2604.179009116944,3.9079390650745554,71.35550964409259,86.79481150445372,1.612135313818122,91.61858180094703,12.629987554353491,26.375899367051286,67.26935082878234,96,0
WTG2,11.392499031815007,1710.098718981311,2056.1442460632,6.78902274090901,68.94072613478957,73.43965421176414,2.3013524673931958,101.20540639811527,13.03943001561199,20.428820784690696,68.70564796598177,267,0
WTG10,15.66294179266179,1324.0712979959424,1926.3039943623398,4.355386693957951,70.71834597907964,78.37823745592416,2.964603942129454,112.33508064755291,5.500417357050766,24.1134917864475,61.38518944637615,268,0
WTG9,15.729122954710913,1541.9341872461625,2415.242037213939,5.2402088748456706,57.54540015649177,88.3955602984507,1.8219702023175186,106.96651375856995,13.357124356790456,18.679854505568734,58.045362643092716,45,0
WTG5,13.639653047304098,1420.1479607815972,2090.3560874233303,4.525921797077676,69.54594333830923,79.939526612449,2.3952988844489997,98.95595408279019,16.308050009135663,22.285812292737404,53.970559375009046,236,0
WTG6,12.431225927854971,1309.2778000311198,2040.026790352787,5.603200342330887,77.59607967625425,70.80361888800081,2.8067794870996345,93.1308150587997,9.380306629938428,29.796226994376163,61.53038976438315,192,0
